Strike,16-Apr-21,30-Apr-21,21-May-21,28-May-21,18-Jun-21,30-Jun-21,17-Sep-21,30-Sep-21,17-Dec-21,31-Dec-21,21-Jan-22,18-Mar-22,17-Jun-22,16-Dec-22,15-Dec-23,20-Dec-24,19-Dec-25,18-Dec-26,17-Dec-27,15-Dec-28,21-Dec-29,15-Dec-34
4350,0.154143903,0.153982906,0.154178363,0.154415392,0.155955788,0.155949015,0.157187523,0.156996554,0.157961135,0.158671774,0.158740129,0.163301396,0.167898382,0.173328345,0.178402359,0.191410188,0.198328538,0.202191685,0.205376054,0.208101353,0.21633983,0.223437238
4400,0.154816175,0.154391235,0.154126397,0.15430838,0.155664168,0.155414141,0.156192985,0.156166093,0.156825902,0.157474467,0.157405073,0.161693177,0.166051872,0.171422715,0.176547137,0.189904825,0.197078617,0.201043198,0.204320762,0.207101278,0.215393575,0.222702857
4450,0.155880552,0.155228116,0.15448331,0.154591584,0.155769305,0.155255317,0.155472379,0.15558359,0.156208457,0.156776647,0.156552151,0.160501802,0.16453595,0.169743503,0.174844327,0.188468226,0.195872674,0.199910804,0.203279871,0.206114599,0.214460304,0.221978124
4500,0.157305115,0.156456965,0.155217064,0.155236702,0.156241805,0.155448721,0.155012646,0.155238487,0.155952342,0.156507188,0.156161261,0.159713525,0.163339786,0.168283371,0.173289063,0.18709828,0.194709394,0.198804133,0.202253029,0.205140994,0.213539702,0.221262807
4550,0.159057411,0.15804069,0.156294769,0.156214557,0.157051591,0.155969873,0.154799727,0.155119224,0.155857869,0.156410923,0.156020771,0.159315056,0.162452986,0.167035277,0.17187667,0.185792958,0.193587513,0.197728753,0.201239901,0.204180152,0.212631465,0.220556686
4600,0.161104931,0.159942276,0.157683244,0.157495563,0.158168359,0.156793954,0.154818802,0.155213432,0.15591759,0.156452885,0.156015207,0.159161528,0.161865568,0.165992457,0.17060266,0.184550308,0.192505817,0.196683771,0.200241026,0.203231771,0.211735297,0.219859543
4650,0.163415528,0.16212529,0.159349515,0.159050156,0.159561994,0.157896098,0.155054522,0.155508134,0.156124286,0.156626943,0.156139028,0.15912767,0.16156092,0.165148411,0.16946272,0.183368456,0.191463135,0.19566833,0.199264405,0.20229556,0.210850915,0.219171173
4700,0.16595779,0.164554305,0.161261239,0.16084916,0.161202914,0.159251656,0.155491213,0.155989929,0.156470013,0.156926299,0.156386038,0.159208734,0.161403054,0.164496893,0.1684527,0.182245597,0.190458344,0.194681605,0.198311532,0.20137124,0.209978045,0.218491373
4800,0.171617079,0.170015744,0.165696979,0.165067515,0.165112743,0.162626804,0.156904365,0.157460087,0.157544025,0.157871179,0.157222261,0.159693703,0.161368914,0.163747004,0.166806621,0.180169978,0.188558137,0.192791147,0.196474479,0.199564222,0.208265787,0.217156717
4900,0.177856331,0.176075075,0.170756605,0.16993589,0.169682126,0.166734273,0.158933352,0.159514396,0.159067011,0.159224646,0.158465533,0.160568126,0.161683976,0.163468967,0.165634281,0.178310316,0.186796997,0.19100637,0.194724998,0.197828816,0.20659706,0.215854096
5000,0.184474769,0.182512498,0.176233042,0.175260986,0.174717972,0.171403566,0.161458481,0.162046039,0.160963553,0.160920849,0.160054068,0.161778784,0.162312272,0.163452093,0.164852247,0.176654422,0.185167306,0.189321669,0.193058557,0.196162795,0.20497805,0.214582126
5100,0.191299955,0.189142307,0.181949151,0.180874344,0.180052712,0.176481741,0.16436861,0.164954176,0.16315902,0.162894113,0.161925608,0.16327047,0.163214571,0.163675533,0.164264425,0.175186323,0.183661979,0.187731826,0.191470931,0.194562736,0.20340913,0.213339508
5300,0.205023137,0.202403008,0.193542511,0.192421132,0.191078903,0.187347996,0.170953961,0.171539274,0.16816827,0.167424468,0.166280345,0.16688061,0.165678864,0.16474866,0.163588595,0.172668409,0.180992753,0.184817578,0.188516616,0.191547932,0.200412538,0.21093752
5500,0.218191174,0.21500118,0.204694663,0.203729334,0.201922333,0.198486722,0.178029517,0.178648283,0.173601388,0.172373374,0.171100194,0.170998922,0.168761755,0.166489562,0.163498231,0.170653949,0.178711484,0.182233558,0.185844273,0.188761412,0.197590607,0.208648513
5700,0.230323333,0.226472826,0.214931852,0.214288483,0.21207721,0.2093246,0.185122561,0.185822213,0.179082408,0.177398207,0.176045423,0.175300249,0.172185384,0.168701477,0.163888922,0.169092718,0.176785635,0.179963156,0.183450446,0.186205998,0.194929961,0.206476011
6000,0.246139569,0.241199863,0.228157016,0.228203448,0.225498115,0.224292334,0.195152397,0.196057321,0.186857203,0.184578195,0.183189182,0.181594929,0.17748831,0.172523306,0.165151312,0.167475616,0.174495543,0.177100962,0.180349675,0.182811314,0.191294987,0.20341597
6500,0.266192849,0.259430983,0.244615591,0.246021161,0.242750828,0.244784644,0.209173582,0.210561275,0.197688422,0.194683407,0.193388365,0.190669569,0.185669603,0.179171809,0.16831516,0.166237211,0.171985014,0.17357172,0.176329339,0.178219264,0.186193992,0.198820286
7000,0.279802744,0.271456988,0.255500613,0.25818959,0.2545879,0.25987898,0.219624692,0.221538461,0.205652129,0.202196,0.201084336,0.19753837,0.192282394,0.185173763,0.171921422,0.166155084,0.170653996,0.171244644,0.173464475,0.174753299,0.182152457,0.194909059
10000,0.305199612,0.292696039,0.274688811,0.280946045,0.276946208,0.292541285,0.242191316,0.245903347,0.221941632,0.217867904,0.217554876,0.212087037,0.207877356,0.202179482,0.186164424,0.170379319,0.17081482,0.167774147,0.167638127,0.166405327,0.170993196,0.181815271
